,feature_name
MYO1F,MYO1F
WHRN,WHRN
GRAMD4,GRAMD4
COMMD5,COMMD5
CDADC1,CDADC1
NKIRAS1,NKIRAS1
SMAD9,SMAD9
ENC1,ENC1
EDNRB,EDNRB
PLA2G15,PLA2G15
RNASEK,RNASEK
PBLD,PBLD
FHOD1,FHOD1
SLC38A7,SLC38A7
GLDC,GLDC
DNMBP,DNMBP
KCTD6,KCTD6
ZNF101,ZNF101
GRB14,GRB14
BCAT1,BCAT1
KLF10,KLF10
DUSP10,DUSP10
ITSN2,ITSN2
ADGRE5,ADGRE5
PARVB,PARVB
MYLK4,MYLK4
PFKP,PFKP
LDLRAD4,LDLRAD4
PDE4B,PDE4B
VPS13A,VPS13A
NDC1,NDC1
FOSL2,FOSL2
DOCK7,DOCK7
LSMEM1,LSMEM1
FADS3,FADS3
STAT4,STAT4
PRELP,PRELP
KIFC3,KIFC3
SLC51A,SLC51A
CPNE3,CPNE3
RASSF8,RASSF8
CUL1,CUL1
RTF2,RTF2
DENND1A,DENND1A
LCAT,LCAT
PPIL4,PPIL4
INKA1,INKA1
NECAB2,NECAB2
EIF4E,EIF4E
SLC25A34,SLC25A34
PEAK1,PEAK1
RSAD2,RSAD2
PXYLP1,PXYLP1
THAP2,THAP2
AXL,AXL
ADAM23,ADAM23
SRPK1,SRPK1
ELL3,ELL3
WDR13,WDR13
LMNB1,LMNB1
GTPBP1,GTPBP1
LINC01127,LINC01127
B3GNT7,B3GNT7
KALRN,KALRN
CLCF1,CLCF1
LTA,LTA
AURKA,AURKA
RNASE6,RNASE6
EFCAB10,EFCAB10
LDB2,LDB2
ITGA7,ITGA7
MAST4,MAST4
LIN7A,LIN7A
TEX22,TEX22
DDIT3,DDIT3
ERLIN1,ERLIN1
DPEP2,DPEP2
RIPOR3,RIPOR3
ACSL3,ACSL3
ALKBH1,ALKBH1
MAD2L1,MAD2L1
PNP,PNP
PPP1R16A,PPP1R16A
CLK1,CLK1
KCNMA1,KCNMA1
HPX,HPX
DDX3Y,DDX3Y
ZNF99,ZNF99
LAT2,LAT2
CD52,CD52
VASP,VASP
KRT6A,KRT6A
IL10RB,IL10RB
ALCAM,ALCAM
PCCB,PCCB
PIH1D1,PIH1D1
HEATR3,HEATR3
ITK,ITK
EHD1,EHD1
CCDC50,CCDC50
KIR3DX1,KIR3DX1
CPS1,CPS1
PLEKHF1,PLEKHF1
SLC6A4,SLC6A4
CHMP3,CHMP3
KDM3A,KDM3A
DDX60L,DDX60L
SCAMP1-AS1,SCAMP1-AS1
PARVG,PARVG
GNG7,GNG7
EML6,EML6
SOX11,SOX11
NGLY1,NGLY1
ABCD1,ABCD1
NPL,NPL
SGIP1,SGIP1
CLHC1,CLHC1
MLANA,MLANA
LINC00958,LINC00958
MAEA,MAEA
LURAP1L,LURAP1L
HEXIM2,HEXIM2
SCN3A,SCN3A
FHDC1,FHDC1
CFB,CFB
DDX41,DDX41
SMG5,SMG5
POGLUT2,POGLUT2
CLEC5A,CLEC5A
XRN2,XRN2
CCDC150,CCDC150
VPS37B,VPS37B
SLC26A8,SLC26A8
LINC02363,LINC02363
EMC10,EMC10
ATF4,ATF4
MX1,MX1
ATP9A,ATP9A
PACC1,PACC1
EMSY,EMSY
RNGTT,RNGTT
TAF1B,TAF1B
CFAP161,CFAP161
VWA3B,VWA3B
CCL23,CCL23
SLU7,SLU7
WDFY3,WDFY3
RHEB,RHEB
TAF3,TAF3
NCOA5,NCOA5
SPEG,SPEG
MYL2,MYL2
WDR17,WDR17
FBXO5,FBXO5
POFUT1,POFUT1
LRRC34,LRRC34
DENND2C,DENND2C
DIP2B,DIP2B
SYNM,SYNM
PNPLA2,PNPLA2
HTR3A,HTR3A
OCIAD2,OCIAD2
TUBB2A,TUBB2A
SKIL,SKIL
PELI2,PELI2
GSTP1,GSTP1
JAKMIP3,JAKMIP3
ADGRD1,ADGRD1
SLC39A5,SLC39A5
DHTKD1,DHTKD1
MYH15,MYH15
GBP5,GBP5
GRB2,GRB2
TNIK,TNIK
SPAG1,SPAG1
RPS6KB2,RPS6KB2
RGPD1,RGPD1
HYOU1,HYOU1
APBB3,APBB3
DDIT4L,DDIT4L
CSRP2,CSRP2
RUNDC3A,RUNDC3A
KLRC4,KLRC4
CCDC112,CCDC112
KPTN,KPTN
CDT1,CDT1
INPP4B,INPP4B
UNC13D,UNC13D
IMPACT,IMPACT
RAB31,RAB31
PCTP,PCTP
CDC14A,CDC14A
RPL41,RPL41
LRRC4,LRRC4
SPG7,SPG7
DGKK,DGKK
ACOX1,ACOX1
PREX2,PREX2
ITGA2,ITGA2
TDRP,TDRP
SLAMF7,SLAMF7
CDCA5,CDCA5
LINC00482,LINC00482
RCVRN,RCVRN
DHDH,DHDH
DEPDC1,DEPDC1
GTF2IRD2,GTF2IRD2
EMP2,EMP2
FAAH2,FAAH2
LRRC26,LRRC26
RPL34,RPL34
ILK,ILK
MT-ND6,MT-ND6
ZC3H12A,ZC3H12A
RIOK3,RIOK3
GAS7,GAS7
TMEM266,TMEM266
LINC00943,LINC00943
HLA-DOB,HLA-DOB
NT5C3A,NT5C3A
LINC01560,LINC01560
NEGR1,NEGR1
GPCPD1,GPCPD1
PCYT1B,PCYT1B
SDC4,SDC4
HECA,HECA
IL1RAP,IL1RAP
ALKAL2,ALKAL2
USP38,USP38
POU2F2,POU2F2
CYTOR,CYTOR
LARGE1,LARGE1
SPAG4,SPAG4
ZDBF2,ZDBF2
FANK1,FANK1
PRC1,PRC1
P2RY14,P2RY14
UFD1,UFD1
OLFML3,OLFML3
DHFR,DHFR
ANKRD50,ANKRD50
CD226,CD226
IL6ST,IL6ST
GTF3C1,GTF3C1
AUP1,AUP1
S100A1,S100A1
ITPRID2,ITPRID2
LINC00638,LINC00638
SAMD14,SAMD14
MGLL,MGLL
CSF2RB,CSF2RB
MAP1B,MAP1B
LINC00545,LINC00545
LINC01013,LINC01013
RAB7B,RAB7B
WWP2,WWP2
SNHG25,SNHG25
ZNF385D,ZNF385D
HORMAD1,HORMAD1
COCH,COCH
CCDC85A,CCDC85A
RPS29,RPS29
ZNF296,ZNF296
LGALS8,LGALS8
AUTS2,AUTS2
NEDD4,NEDD4
XIRP2,XIRP2
DCT,DCT
HPSE,HPSE
RNF165,RNF165
RHD,RHD
MBOAT7,MBOAT7
FHL1,FHL1
PPEF1,PPEF1
IL6R,IL6R
SMAD7,SMAD7
ZAP70,ZAP70
TRIM36,TRIM36
ANKS1B,ANKS1B
CAMK4,CAMK4
TENT5A,TENT5A
KLHL14,KLHL14
NOVA1,NOVA1
PARD3,PARD3
CPNE5,CPNE5
BIK,BIK
ERRFI1,ERRFI1
RGS10,RGS10
EPB41L3,EPB41L3
HCAR2,HCAR2
ABCA2,ABCA2
DYM,DYM
ITGB2,ITGB2
KRT8,KRT8
FECH,FECH
ITPRIP,ITPRIP
PIM3,PIM3
MTMR7,MTMR7
GCSAM,GCSAM
BNIPL,BNIPL
CD40,CD40
CDCA2,CDCA2
AOC2,AOC2
GTSCR1,GTSCR1
ARHGEF40,ARHGEF40
EXD3,EXD3
SEMA4D,SEMA4D
DKK3,DKK3
SERPINB9,SERPINB9
ATF7IP,ATF7IP
GBP2,GBP2
PLPP6,PLPP6
PDE4A,PDE4A
GNG2,GNG2
COLQ,COLQ
TBXA2R,TBXA2R
OASL,OASL
SKAP2,SKAP2
SLC16A6,SLC16A6
SWT1,SWT1
PIK3CD,PIK3CD
SLC35C2,SLC35C2
MGST3,MGST3
FLI1,FLI1
RASGRP4,RASGRP4
ALDOC,ALDOC
GEMIN7,GEMIN7
EZH2,EZH2
CXCR3,CXCR3
CHST2,CHST2
TAX1BP1,TAX1BP1
LGALS9B,LGALS9B
LINC00862,LINC00862
BLNK,BLNK
KMT2D,KMT2D
CYP46A1,CYP46A1
KCNT1,KCNT1
ARHGAP26,ARHGAP26
VAMP1,VAMP1
B3GAT1,B3GAT1
ATP8B4,ATP8B4
GABPB1,GABPB1
NMUR1,NMUR1
CAMKK2,CAMKK2
RAB18,RAB18
RAPGEF5,RAPGEF5
ARG2,ARG2
TAF1C,TAF1C
SLC38A10,SLC38A10
NACA2,NACA2
GPR12,GPR12
SEC14L5,SEC14L5
RBFADN,RBFADN
RPS6,RPS6
AGFG1,AGFG1
TRABD2A,TRABD2A
SVOPL,SVOPL
WEE1,WEE1
NETO1,NETO1
PPM1H,PPM1H
PIF1,PIF1
DIP2A,DIP2A
AANAT,AANAT
MTHFR,MTHFR
LYN,LYN
PPP1R16B,PPP1R16B
MLF1,MLF1
SLAMF1,SLAMF1
TMOD3,TMOD3
FBXL14,FBXL14
SNX9,SNX9
FERMT3,FERMT3
CD96,CD96
CRELD1,CRELD1
SLFN13,SLFN13
PPARA,PPARA
NELL2,NELL2
PTH2,PTH2
PRAP1,PRAP1
MIR4435-2HG,MIR4435-2HG
PBX2,PBX2
PGS1,PGS1
S100A13,S100A13
GDPD3,GDPD3
KIF13A,KIF13A
PRG4,PRG4
XPA,XPA
CCDC141,CCDC141
MEGF11,MEGF11
PTPN22,PTPN22
LGR6,LGR6
LINC00469,LINC00469
ZNF454,ZNF454
PLAAT1,PLAAT1
TMEM176A,TMEM176A
FAM210B,FAM210B
METTL7B,METTL7B
TIMMDC1,TIMMDC1
JSRP1,JSRP1
PIK3IP1,PIK3IP1
NDUFS2,NDUFS2
KRCC1,KRCC1
USP39,USP39
PAN2,PAN2
ALOX5,ALOX5
ABCB1,ABCB1
UTRN,UTRN
ANGPT1,ANGPT1
HIF1A,HIF1A
PACSIN3,PACSIN3
ADAMTS8,ADAMTS8
SLA,SLA
GPRC5C,GPRC5C
SLAMF8,SLAMF8
ACTN3,ACTN3
RORB,RORB
SYAP1,SYAP1
PYGM,PYGM
CSGALNACT2,CSGALNACT2
GCLM,GCLM
MYZAP,MYZAP
BUB1,BUB1
PPP1R9A,PPP1R9A
TRIM10,TRIM10
ELL,ELL
GPATCH2,GPATCH2
PRMT9,PRMT9
ZNF831,ZNF831
GPR42,GPR42
FAM193A,FAM193A
ANKRD9,ANKRD9
CADM1,CADM1
PUS10,PUS10
ADAP2,ADAP2
N4BP3,N4BP3
LRIF1,LRIF1
BTNL9,BTNL9
EVI2B,EVI2B
SOCS2,SOCS2
SURF1,SURF1
ARL11,ARL11
DLX2,DLX2
NFIX,NFIX
RPL21,RPL21
PKN2,PKN2
SPOP,SPOP
MIR222HG,MIR222HG
CTSV,CTSV
MFSD10,MFSD10
RTTN,RTTN
RPS4Y2,RPS4Y2
KANK2,KANK2
SMG7,SMG7
CD59,CD59
CBX1,CBX1
HELLS,HELLS
POR,POR
ZKSCAN1,ZKSCAN1
PATL2,PATL2
SHANK2,SHANK2
PPP3CA,PPP3CA
TYK2,TYK2
PRKG1,PRKG1
BNIP3L,BNIP3L
GRIN3B,GRIN3B
PRAM1,PRAM1
MGST1,MGST1
SNX10,SNX10
CFLAR,CFLAR
DBH,DBH
VLDLR,VLDLR
MAP3K5,MAP3K5
AP3M2,AP3M2
RAB13,RAB13
GK5,GK5
TRIM6,TRIM6
COL13A1,COL13A1
ZNF10,ZNF10
MFSD1,MFSD1
LUC7L,LUC7L
NRG2,NRG2
SDF2L1,SDF2L1
LRRC25,LRRC25
CDHR1,CDHR1
SYN2,SYN2
GPR27,GPR27
WNT16,WNT16
MDM2,MDM2
GRK2,GRK2
PDGFD,PDGFD
PRDM8,PRDM8
RIMS3,RIMS3
YWHAH,YWHAH
NCS1,NCS1
GBP1,GBP1
AHR,AHR
ATP6V1A,ATP6V1A
SLC25A15,SLC25A15
GSTO1,GSTO1
ATP1A2,ATP1A2
KIF11,KIF11
SEMA7A,SEMA7A
GFOD1,GFOD1
BCL3,BCL3
CPEB4,CPEB4
YPEL1,YPEL1
KIF27,KIF27
PTAFR,PTAFR
ICE1,ICE1
MUC16,MUC16
ANKH,ANKH
FYN,FYN
ULBP2,ULBP2
LINC00158,LINC00158
USP43,USP43
STAM2,STAM2
ANK1,ANK1
JAG1,JAG1
ZMPSTE24,ZMPSTE24
FBLN7,FBLN7
DNER,DNER
EPHB1,EPHB1
GIGYF1,GIGYF1
PDZD2,PDZD2
CDHR3,CDHR3
SIGLEC1,SIGLEC1
SIGLEC10,SIGLEC10
ABHD17A,ABHD17A
FRAT1,FRAT1
EGLN2,EGLN2
FOXC1,FOXC1
ELOVL6,ELOVL6
DLGAP4,DLGAP4
RBL2,RBL2
CD28,CD28
DOCK8,DOCK8
LRP1,LRP1
CLEC17A,CLEC17A
UGT2B17,UGT2B17
RHCE,RHCE
MYBL2,MYBL2
MYO1C,MYO1C
TSPAN9,TSPAN9
IQCN,IQCN
R3HDM4,R3HDM4
TMEM37,TMEM37
LCN10,LCN10
FXYD7,FXYD7
HERC5,HERC5
NDST3,NDST3
VAV1,VAV1
SC5D,SC5D
MAFG,MAFG
GRINA,GRINA
BACE2,BACE2
POLG,POLG
SUCLG1,SUCLG1
LCOR,LCOR
DIAPH2,DIAPH2
FKBP2,FKBP2
CYTL1,CYTL1
ACAP2,ACAP2
TMEM154,TMEM154
LINC00513,LINC00513
PRL,PRL
NUAK1,NUAK1
TULP2,TULP2
CECR2,CECR2
CD5,CD5
CMYA5,CMYA5
HLA-DMB,HLA-DMB
RSF1,RSF1
MAP4K2,MAP4K2
POLD4,POLD4
IL12RB2,IL12RB2
GAB1,GAB1
ADRB2,ADRB2
SMC2,SMC2
SEZ6,SEZ6
KIF2A,KIF2A
CEP126,CEP126
LINC01281,LINC01281
GNS,GNS
ZNF33A,ZNF33A
OSR2,OSR2
LIPG,LIPG
HES6,HES6
CCNH,CCNH
OXR1,OXR1
GALNT14,GALNT14
PHOSPHO1,PHOSPHO1
B3GALT2,B3GALT2
PEX11G,PEX11G
DIPK1C,DIPK1C
KDM5D,KDM5D
MINDY4,MINDY4
NPLOC4,NPLOC4
ST8SIA1,ST8SIA1
BST1,BST1
PGAP1,PGAP1
STAT5B,STAT5B
P2RX7,P2RX7
PERP,PERP
TMEM107,TMEM107
AKAP5,AKAP5
DSE,DSE
TSPAN33,TSPAN33
SLC9A8,SLC9A8
SOS2,SOS2
KCNH3,KCNH3
EXD1,EXD1
PILRA,PILRA
GCNT4,GCNT4
APBA2,APBA2
CR1L,CR1L
SEL1L3,SEL1L3
IGSF10,IGSF10
TOX,TOX
KIF21A,KIF21A
BEND7,BEND7
CD300A,CD300A
TP53INP1,TP53INP1
EIF1AY,EIF1AY
ERN1,ERN1
LARGE2,LARGE2
MCTP1,MCTP1
HHEX,HHEX
MLC1,MLC1
NDC80,NDC80
LINC01229,LINC01229
HIGD1B,HIGD1B
APOBEC3G,APOBEC3G
BACH1,BACH1
DNAH6,DNAH6
TRIM56,TRIM56
DCAF12,DCAF12
BATF2,BATF2
IFFO2,IFFO2
PLEKHG1,PLEKHG1
ZBTB8OS,ZBTB8OS
MATN2,MATN2
PLPPR2,PLPPR2
PVRIG,PVRIG
CCAR2,CCAR2
CDC42EP3,CDC42EP3
NEK2,NEK2
MXD3,MXD3
MAK,MAK
CD44,CD44
RAB30,RAB30
SLC7A8,SLC7A8
PREX1,PREX1
RBMS1,RBMS1
DGKA,DGKA
MAP9,MAP9
EIF2AK3,EIF2AK3
CHSY1,CHSY1
ARRDC1,ARRDC1
ST20,ST20
SRGAP1,SRGAP1
GCOM1,GCOM1
FOXO3,FOXO3
GSTM2,GSTM2
ASCL2,ASCL2
ODF2L,ODF2L
SLFN5,SLFN5
BAALC,BAALC
USP36,USP36
ART4,ART4
ADRA2A,ADRA2A
PARP12,PARP12
SIRPG,SIRPG
KIF15,KIF15
SLC2A5,SLC2A5
CD302,CD302
ADAMTS17,ADAMTS17
HTR7,HTR7
ATP1B3,ATP1B3
PACSIN1,PACSIN1
TNFRSF1A,TNFRSF1A
TRAF4,TRAF4
DGKD,DGKD
PSTPIP1,PSTPIP1
HGSNAT,HGSNAT
MECOM,MECOM
HLA-G,HLA-G
TSNAX,TSNAX
CHD7,CHD7
MYO10,MYO10
LINC00092,LINC00092
SLC1A7,SLC1A7
FAM89A,FAM89A
NGRN,NGRN
CDC25B,CDC25B
RIF1,RIF1
PRDX1,PRDX1
PAGR1,PAGR1
SH2D6,SH2D6
STXBP5,STXBP5
GPR18,GPR18
PPP2R2B,PPP2R2B
MT-CYB,MT-CYB
THEMIS,THEMIS
TMEM88,TMEM88
PARD6G,PARD6G
RPL32,RPL32
CASC15,CASC15
LINGO2,LINGO2
CCR10,CCR10
FAM177A1,FAM177A1
E2F5,E2F5
LANCL3,LANCL3
LCP1,LCP1
RGPD2,RGPD2
RHBDF2,RHBDF2
HLA-DQB2,HLA-DQB2
BAIAP2L1,BAIAP2L1
LINC01270,LINC01270
IL26,IL26
BNC2,BNC2
NOTCH3,NOTCH3
PRPF8,PRPF8
FNBP1L,FNBP1L
GPBP1L1,GPBP1L1
SLFN12L,SLFN12L
AEBP1,AEBP1
RELB,RELB
TPM3,TPM3
KIF22,KIF22
ABCG1,ABCG1
IPCEF1,IPCEF1
PROM1,PROM1
ATP1B2,ATP1B2
TNFRSF25,TNFRSF25
ASB15,ASB15
CAPN15,CAPN15
LINC01011,LINC01011
LINC02084,LINC02084
CRYM,CRYM
KIF20B,KIF20B
SPTBN1,SPTBN1
ECE1,ECE1
AGO1,AGO1
S1PR1,S1PR1
PLEKHG2,PLEKHG2
PTPRR,PTPRR
PHF21A,PHF21A
GNG10,GNG10
EAF1,EAF1
LINC01537,LINC01537
OSBPL2,OSBPL2
YJEFN3,YJEFN3
C1QTNF4,C1QTNF4
CCDC25,CCDC25
ENDOD1,ENDOD1
CLEC2B,CLEC2B
IL13RA1,IL13RA1
PDZK1,PDZK1
ZMAT4,ZMAT4
OXNAD1,OXNAD1
TNNT1,TNNT1
CCDC184,CCDC184
ENPP1,ENPP1
STRN3,STRN3
CRYBG1,CRYBG1
MID1IP1,MID1IP1
NAIP,NAIP
REL,REL
SLC12A9,SLC12A9
TOGARAM2,TOGARAM2
KIAA0825,KIAA0825
RPS10,RPS10
EPM2A,EPM2A
RHOBTB3,RHOBTB3
FERMT2,FERMT2
FOXJ1,FOXJ1
WHAMM,WHAMM
ESCO2,ESCO2
ERICH3,ERICH3
NDEL1,NDEL1
RAD54L2,RAD54L2
LCNL1,LCNL1
GPM6A,GPM6A
CDK17,CDK17
CPNE7,CPNE7
CLEC2D,CLEC2D
MAP4K4,MAP4K4
CALHM6,CALHM6
M1AP,M1AP
HSF4,HSF4
TLR10,TLR10
NOSIP,NOSIP
CBLB,CBLB
EBLN2,EBLN2
HCAR1,HCAR1
PECAM1,PECAM1
ZNF429,ZNF429
ACTA2,ACTA2
EFNA5,EFNA5
NAV2,NAV2
RSPH14,RSPH14
RALGAPA2,RALGAPA2
UNC5CL,UNC5CL
NBL1,NBL1
DMKN,DMKN
GALM,GALM
PRKCH,PRKCH
GSDME,GSDME
AARD,AARD
PHLDB2,PHLDB2
CAMK2G,CAMK2G
ABCC10,ABCC10
SPATA2L,SPATA2L
KCNK12,KCNK12
LINC01934,LINC01934
ZDHHC13,ZDHHC13
ENPP3,ENPP3
TCOF1,TCOF1
PGM2L1,PGM2L1
LAX1,LAX1
WSB1,WSB1
CYCS,CYCS
KCNN4,KCNN4
PMEPA1,PMEPA1
RNF222,RNF222
ZNF254,ZNF254
ZNF335,ZNF335
PLCG2,PLCG2
ACSL4,ACSL4
DSEL,DSEL
MSL3,MSL3
KCNRG,KCNRG
GCDH,GCDH
FRAT2,FRAT2
MYO1B,MYO1B
DOK1,DOK1
RHOH,RHOH
PLIN3,PLIN3
FOXD1,FOXD1
RNF13,RNF13
MYO15B,MYO15B
LINC02345,LINC02345
MMP23B,MMP23B
CEP55,CEP55
BARX2,BARX2
CAMK2B,CAMK2B
PIR,PIR
AK5,AK5
CEP19,CEP19
LTBR,LTBR
TCTA,TCTA
GPR68,GPR68
TMEM217,TMEM217
LINC02384,LINC02384
RBPMS,RBPMS
RAB32,RAB32
TBP,TBP
CYFIP1,CYFIP1
AXDND1,AXDND1
CNST,CNST
APOBEC3H,APOBEC3H
EGLN1,EGLN1
PPP2CA,PPP2CA
UQCRHL,UQCRHL
LHFPL5,LHFPL5
SIRPB1,SIRPB1
ILDR2,ILDR2
NCALD,NCALD
MPZL3,MPZL3
MAGEH1,MAGEH1
BTG3,BTG3
SIT1,SIT1
PPP1R3B,PPP1R3B
GREB1L,GREB1L
NREP,NREP
HK2,HK2
MFSD2A,MFSD2A
TTC16,TTC16
FCGR1A,FCGR1A
KLHL3,KLHL3
TMCC3,TMCC3
TRIM72,TRIM72
IKZF3,IKZF3
PTPN4,PTPN4
RNF130,RNF130
TSPAN18,TSPAN18
RTL8B,RTL8B
FBLN5,FBLN5
MICU3,MICU3
TSEN54,TSEN54
PCSK1N,PCSK1N
PODN,PODN
RBM47,RBM47
GRIK4,GRIK4
PADI2,PADI2
RCHY1,RCHY1
ATAD2,ATAD2
BMP6,BMP6
SARAF,SARAF
ATP2B1,ATP2B1
FHIT,FHIT
C20orf204,C20orf204
PTPN13,PTPN13
RNF41,RNF41
NME9,NME9
ADARB2,ADARB2
PPP2R5C,PPP2R5C
LINC02217,LINC02217
PZP,PZP
COL6A1,COL6A1
LEP,LEP
ETNK1,ETNK1
AURKC,AURKC
ADGRV1,ADGRV1
VGF,VGF
DAB2IP,DAB2IP
RCAN3,RCAN3
PKD1L1,PKD1L1
LINC00520,LINC00520
STRBP,STRBP
VTA1,VTA1
IL2RG,IL2RG
TECPR2,TECPR2
MUC12,MUC12
BTG1,BTG1
SCN7A,SCN7A
SH3BGRL3,SH3BGRL3
KIF2C,KIF2C
SOX18,SOX18
ULBP1,ULBP1
RUNX2,RUNX2
ANK3,ANK3
GPR15,GPR15
PID1,PID1
SMPDL3A,SMPDL3A
LRP2BP,LRP2BP
CCND2,CCND2
SCML4,SCML4
FBXL2,FBXL2
CCND3,CCND3
NRBF2,NRBF2
SLC16A13,SLC16A13
LINC00402,LINC00402
WNT3,WNT3
CHST12,CHST12
RTP5,RTP5
NR2F2,NR2F2
CHMP1B,CHMP1B
KCNE5,KCNE5
FLNA,FLNA
FSCN3,FSCN3
MIR181A1HG,MIR181A1HG
OLMALINC,OLMALINC
PPP1R14B,PPP1R14B
DDX3X,DDX3X
KHDRBS3,KHDRBS3
FXYD3,FXYD3
POU5F1B,POU5F1B
COL5A3,COL5A3
PDGFRB,PDGFRB
GPR25,GPR25
CYP2F1,CYP2F1
RGS9,RGS9
SLITRK5,SLITRK5
LEMD1-DT,LEMD1-DT
CCDC144A,CCDC144A
OSBP2,OSBP2
ABRA,ABRA
LINC02422,LINC02422
AKAP6,AKAP6
TESPA1,TESPA1
ADORA3,ADORA3
ZNF583,ZNF583
PTGER2,PTGER2
DCST1,DCST1
BOK,BOK
SPON1,SPON1
LINC00384,LINC00384
HSD11B1,HSD11B1
DIRAS3,DIRAS3
PRR5,PRR5
ASH2L,ASH2L
HK1,HK1
DOT1L,DOT1L
SMAD1,SMAD1
LRRC28,LRRC28
OSBPL8,OSBPL8
MKNK2,MKNK2
LIM2,LIM2
MIR194-2HG,MIR194-2HG
EFNA1,EFNA1
GNAI2,GNAI2
SLC20A2,SLC20A2
GALNT4,GALNT4
ST8SIA6,ST8SIA6
SAP130,SAP130
GAS2L1,GAS2L1
BCAS1,BCAS1
SIPA1L2,SIPA1L2
TCEAL2,TCEAL2
CTSA,CTSA
KCNK13,KCNK13
LEFTY1,LEFTY1
FGF13,FGF13
TPH1,TPH1
SKAP1,SKAP1
STK40,STK40
ITGB5,ITGB5
PCNX4,PCNX4
SLC4A4,SLC4A4
SYCE1L,SYCE1L
ANLN,ANLN
ABCB9,ABCB9
HEXB,HEXB
APLP1,APLP1
RPLP2,RPLP2
ADAMTS2,ADAMTS2
DHRS2,DHRS2
GRHL1,GRHL1
ZBTB21,ZBTB21
PCDH1,PCDH1
GALNT15,GALNT15
LZTS1,LZTS1
TMEM156,TMEM156
TNK2,TNK2
CEP290,CEP290
GFI1,GFI1
SQSTM1,SQSTM1
ISG20,ISG20
LCK,LCK
PPM1N,PPM1N
AACS,AACS
SLC24A3,SLC24A3
PRR7,PRR7
HLF,HLF
LINC00239,LINC00239
ABCB4,ABCB4
SGO2,SGO2
STAP1,STAP1
ZNF664,ZNF664
TALDO1,TALDO1
LINC00895,LINC00895
DOK2,DOK2
AGO3,AGO3
MAST2,MAST2
DUOX1,DUOX1
CCR1,CCR1
HPD,HPD
DUT,DUT
SNX22,SNX22
PGF,PGF
GSR,GSR
NDFIP2,NDFIP2
PTPN7,PTPN7
P2RY10,P2RY10
IMPA1,IMPA1
CLDND2,CLDND2
LMOD3,LMOD3
PPM1A,PPM1A
SSX2IP,SSX2IP
DBNDD2,DBNDD2
LINC01973,LINC01973
ERBB2,ERBB2
UROD,UROD
MYH11,MYH11
SLF1,SLF1
CCR8,CCR8
PRKCZ,PRKCZ
ATP13A2,ATP13A2
ZNF804A,ZNF804A
XPR1,XPR1
LPAR6,LPAR6
FRMD4A,FRMD4A
TRPM8,TRPM8
TYW5,TYW5
MACF1,MACF1
EHD3,EHD3
FGD4,FGD4
FGF9,FGF9
LINC02604,LINC02604
ZBTB10,ZBTB10
METTL7A,METTL7A
GPR160,GPR160
RASGEF1A,RASGEF1A
HMGCS1,HMGCS1
ANKRD33B,ANKRD33B
CCDC71L,CCDC71L
BEX5,BEX5
SLC10A5,SLC10A5
MLLT11,MLLT11
NSG1,NSG1
JMY,JMY
TFDP2,TFDP2
KSR2,KSR2
HVCN1,HVCN1
ITGA10,ITGA10
GSTM1,GSTM1
PLPP3,PLPP3
OLFML2A,OLFML2A
LINC00944,LINC00944
LINC02649,LINC02649
CDS2,CDS2
SLC35A3,SLC35A3
SNHG9,SNHG9
DNAAF2,DNAAF2
MOK,MOK
TSPAN4,TSPAN4
GLIPR2,GLIPR2
SLC8A1,SLC8A1
PRDX2,PRDX2
PRR5L,PRR5L
LINC02245,LINC02245
MSRB3,MSRB3
LAPTM4B,LAPTM4B
NXPH4,NXPH4
TC2N,TC2N
CD84,CD84
GPHN,GPHN
TAPT1,TAPT1
ERV3-1,ERV3-1
OTUD7B,OTUD7B
ZNF844,ZNF844
ARL4A,ARL4A
TLR5,TLR5
GLRA3,GLRA3
RASGRP3,RASGRP3
CTPS1,CTPS1
TERF2IP,TERF2IP
LINC01644,LINC01644
PDZD4,PDZD4
NT5E,NT5E
DBNDD1,DBNDD1
AOAH,AOAH
DUSP8,DUSP8
BTLA,BTLA
SLC6A6,SLC6A6
CAPN12,CAPN12
PRELID2,PRELID2
ZBTB43,ZBTB43
CYP51A1,CYP51A1
RASGRP1,RASGRP1
CSKMT,CSKMT
GPR65,GPR65
KHDRBS2,KHDRBS2
GASK1B,GASK1B
TGFA,TGFA
SLTM,SLTM
CHRNA1,CHRNA1
CALY,CALY
LCN8,LCN8
CCDC7,CCDC7
CEACAM4,CEACAM4
CHL1,CHL1
HDAC4,HDAC4
ST6GALNAC2,ST6GALNAC2
AGAP1,AGAP1
IRGM,IRGM
ATF5,ATF5
MINPP1,MINPP1
KRT15,KRT15
TEAD2,TEAD2
STK17A,STK17A
CAMK2N1,CAMK2N1
TEX9,TEX9
TRIM9,TRIM9
LARP4B,LARP4B
EPHX4,EPHX4
PNOC,PNOC
KATNBL1,KATNBL1
LINC02539,LINC02539
RAB6B,RAB6B
DHRS3,DHRS3
SGO1,SGO1
CCPG1,CCPG1
FUT7,FUT7
TPRG1-AS1,TPRG1-AS1
PDE7B,PDE7B
ACSL6,ACSL6
SLC22A18AS,SLC22A18AS
ZBP1,ZBP1
BBC3,BBC3
GATA3-AS1,GATA3-AS1
MX2,MX2
PAPSS1,PAPSS1
HPN,HPN
GDF11,GDF11
RSPH9,RSPH9
SH3BP5,SH3BP5
PROC,PROC
